observation_date,EA19LORSGPORGYSAM
1977-12-01,2.1095095576586900
1978-01-01,2.1880983463478101
1978-02-01,2.3202014358535101
1978-03-01,2.4950190354427000
1978-04-01,2.6945967017123000
1978-05-01,2.8984299387347798
1978-06-01,3.0872628328986602
1978-07-01,3.2462355926948301
1978-08-01,3.3645701813886300
1978-09-01,3.4370699504527300
1978-10-01,3.4683133539300899
1978-11-01,3.4692747346572599
1978-12-01,3.4567041128959501
1979-01-01,3.4533938371524902
1979-02-01,3.4804966350281998
1979-03-01,3.5481266542811500
1979-04-01,3.6471640965438401
1979-05-01,3.7585691422865000
1979-06-01,3.8639927260049598
1979-07-01,3.9535654148479802
1979-08-01,4.0232650252817903
1979-09-01,4.0712673956709002
1979-10-01,4.0958004698724402
1979-11-01,4.0891996929264707
1979-12-01,4.0339742727399299
1980-01-01,3.9047338027733502
1980-02-01,3.6770235034246599
1980-03-01,3.3447070814641400
1980-04-01,2.9382106358900399
1980-05-01,2.5036540745133902
1980-06-01,2.0818717434603902
1980-07-01,1.6921643922546601
1980-08-01,1.3407793885052599
1980-09-01,1.0289993722390300
1980-10-01,0.7581583939519611
1980-11-01,0.5328659060942970
1980-12-01,0.3611493360727690
1981-01-01,0.2504871867821470
1981-02-01,0.2074706937864630
1981-03-01,0.2324058317244950
1981-04-01,0.3105017083343460
1981-05-01,0.4208968659721620
1981-06-01,0.5435804096824080
1981-07-01,0.6647170076657800
1981-08-01,0.7753869185654511
1981-09-01,0.8708371962370590
1981-10-01,0.9507144938470460
1981-11-01,1.0149151770308500
1981-12-01,1.0604395557814901
1982-01-01,1.0791982004141301
1982-02-01,1.0619415374634900
1982-03-01,1.0027044254890201
1982-04-01,0.9070227069135730
1982-05-01,0.7856391032249050
1982-06-01,0.6506660343226141
1982-07-01,0.5134360066470760
1982-08-01,0.3845540349045180
1982-09-01,0.2740373724898760
1982-10-01,0.1908423612011090
1982-11-01,0.1441384489351200
1982-12-01,0.1427636736213470
1983-01-01,0.1922813044304130
1983-02-01,0.2960866698766750
1983-03-01,0.4553071678890170
1983-04-01,0.6617857297646030
1983-05-01,0.9045501174334840
1983-06-01,1.1728182153042299
1983-07-01,1.4564889864364301
1983-08-01,1.7443681809395599
1983-09-01,2.0212926899328698
1983-10-01,2.2650058505172099
1983-11-01,2.4516070749508900
1983-12-01,2.5634501383166399
1984-01-01,2.6010494106101101
1984-02-01,2.5764730949547201
1984-03-01,2.5112768651545001
1984-04-01,2.4392531265984601
1984-05-01,2.3911603392079401
1984-06-01,2.3799351645561702
1984-07-01,2.3844116337409500
1984-08-01,2.3715697989532800
1984-09-01,2.3177584382372101
1984-10-01,2.2310004511098498
1984-11-01,2.1368829561091198
1984-12-01,2.0668580677636998
1985-01-01,2.0473249693689102
1985-02-01,2.0943775986777302
1985-03-01,2.2048253527537400
1985-04-01,2.3433230645692702
1985-05-01,2.4658071991722901
1985-06-01,2.5414855971358898
1985-07-01,2.5761102102648801
1985-08-01,2.5919606007647600
1985-09-01,2.6106205890985401
1985-10-01,2.6371913458024498
1985-11-01,2.6676323220951801
1985-12-01,2.6953241826160701
1986-01-01,2.7168171950458899
1986-02-01,2.7306551059944799
1986-03-01,2.7350010259882902
1986-04-01,2.7276596412378602
1986-05-01,2.7054866750724900
1986-06-01,2.6649425305753200
1986-07-01,2.6032988580406000
1986-08-01,2.5188444620654100
1986-09-01,2.4122691050787402
1986-10-01,2.2895718594935799
1986-11-01,2.1609968453279000
1986-12-01,2.0414799878626999
1987-01-01,1.9521451446874600
1987-02-01,1.9137119637741999
1987-03-01,1.9374772036324499
1987-04-01,2.0144305065144299
1987-05-01,2.1296409181326199
1987-06-01,2.2728698835164698
1987-07-01,2.4468789036046901
1987-08-01,2.6597330334211402
1987-09-01,2.9152562831575599
1987-10-01,3.2007727933285799
1987-11-01,3.4940779369241501
1987-12-01,3.7679984613165001
1988-01-01,3.9940662221758001
1988-02-01,4.1493305388047297
1988-03-01,4.2257023730733803
1988-04-01,4.2444539629244300
1988-05-01,4.2368134059932396
1988-06-01,4.2283492822910702
1988-07-01,4.2250434184578198
1988-08-01,4.2236418466077907
1988-09-01,4.2213415654708202
1988-10-01,4.2251557329091902
1988-11-01,4.2435996165640200
1988-12-01,4.2782964455423000
1989-01-01,4.3151169751831100
1989-02-01,4.3337686648474492
1989-03-01,4.3205584253634397
1989-04-01,4.2779396409525905
1989-05-01,4.2167087417562596
1989-06-01,4.1497001153917905
1989-07-01,4.0867717885725998
1989-08-01,4.0346542683390307
1989-09-01,3.9962653617001695
1989-10-01,3.9690340136004094
1989-11-01,3.9479033755629502
1989-12-01,3.9272684511224702
1990-01-01,3.9021941142545504
1990-02-01,3.8694115696127001
1990-03-01,3.8272455427373000
1990-04-01,3.7774115484066400
1990-05-01,3.7226194723914201
1990-06-01,3.6648161300685298
1990-07-01,3.6040015283563296
1990-08-01,3.5391924161082899
1990-09-01,3.4700297549630799
1990-10-01,3.4002666430735098
1990-11-01,3.3338801173461898
1990-12-01,3.2726105763424198
1991-01-01,3.2119198126431798
1991-02-01,3.1455519202677000
1991-03-01,3.0660421849868200
1991-04-01,2.9708250010434800
1991-05-01,2.8606659088851800
1991-06-01,2.7408812091640500
1991-07-01,2.6236916497290599
1991-08-01,2.5224244782738801
1991-09-01,2.4454996595068299
1991-10-01,2.3879217437800602
1991-11-01,2.3379958730491199
1991-12-01,2.2812147648253500
1992-01-01,2.2048824200349402
1992-02-01,2.0982976513356100
1992-03-01,1.9564037101689000
1992-04-01,1.7832727465259099
1992-05-01,1.5852329548208000
1992-06-01,1.3650475485628599
1992-07-01,1.1176543826308800
1992-08-01,0.8352754501451320
1992-09-01,0.5142441599892990
1992-10-01,0.1641613771585030
1992-11-01,-0.1957673428265230
1992-12-01,-0.5380407338043980
1993-01-01,-0.8270885374459890
1993-02-01,-1.0291918933758200
1993-03-01,-1.1184047906261201
1993-04-01,-1.1069576317460099
1993-05-01,-1.0157738922023201
1993-06-01,-0.8666463994330380
1993-07-01,-0.6758477903916300
1993-08-01,-0.4524692379935140
1993-09-01,-0.1992777766078440
1993-10-01,0.0844015206841900
1993-11-01,0.3994082493218740
1993-12-01,0.7413760083318121
1994-01-01,1.0930600253267999
1994-02-01,1.4333486629977401
1994-03-01,1.7409391235298399
1994-04-01,2.0146972296995500
1994-05-01,2.2567495389624699
1994-06-01,2.4723437282830698
1994-07-01,2.6678979702429100
1994-08-01,2.8463014260831700
1994-09-01,3.0033412337360299
1994-10-01,3.1251536574761798
1994-11-01,3.1953867427851499
1994-12-01,3.2048428511201701
1995-01-01,3.1647226207360402
1995-02-01,3.0931121017946799
1995-03-01,3.0041482289327699
1995-04-01,2.9030286035815598
1995-05-01,2.7875010824349302
1995-06-01,2.6534732109288801
1995-07-01,2.5007145780401698
1995-08-01,2.3321864122693898
1995-09-01,2.1547200426545601
1995-10-01,1.9810312760715501
1995-11-01,1.8255360729887600
1995-12-01,1.7002488288840900
1996-01-01,1.6093089006155199
1996-02-01,1.5532294044215400
1996-03-01,1.5305772307492800
1996-04-01,1.5326184959697200
1996-05-01,1.5518290287752601
1996-06-01,1.5816779213571099
1996-07-01,1.6172381663247100
1996-08-01,1.6557832211455199
1996-09-01,1.6970367483841000
1996-10-01,1.7430891796147401
1996-11-01,1.7978892692344000
1996-12-01,1.8662725649831100
1997-01-01,1.9526431104997599
1997-02-01,2.0608764944371001
1997-03-01,2.1904152460858999
1997-04-01,2.3375820159632301
1997-05-01,2.4962926469198301
1997-06-01,2.6622178910473600
1997-07-01,2.8349892181416099
1997-08-01,3.0145970914968601
1997-09-01,3.1972473270215800
1997-10-01,3.3706539136061302
1997-11-01,3.5175024592120501
1997-12-01,3.6195092512650602
1998-01-01,3.6632424241416306
1998-02-01,3.6396086969549697
1998-03-01,3.5490238980389202
1998-04-01,3.4079942820153200
1998-05-01,3.2374508945009501
1998-06-01,3.0540813575886401
1998-07-01,2.8638471183892298
1998-08-01,2.6695116491763602
1998-09-01,2.4785458479710600
1998-10-01,2.3116596076742701
1998-11-01,2.1924000129530801
1998-12-01,2.1358441298588802
1999-01-01,2.1336737005679698
1999-02-01,2.1695072664600299
1999-03-01,2.2303105404246399
1999-04-01,2.3146725078294601
1999-05-01,2.4283595601862999
1999-06-01,2.5783819066313098
1999-07-01,2.7650390699303400
1999-08-01,2.9837506084687999
1999-09-01,3.2243023191814002
1999-10-01,3.4673891803531398
1999-11-01,3.6921703371725902
1999-12-01,3.8832214373293104
2000-01-01,4.0393710069385902
2000-02-01,4.1629797061369800
2000-03-01,4.2552615468474100
2000-04-01,4.3088279305414199
2000-05-01,4.3134023701710893
2000-06-01,4.2632266633597506
2000-07-01,4.1677949677369597
2000-08-01,4.0423141629949599
2000-09-01,3.9013472791196895
2000-10-01,3.7546027611996702
2000-11-01,3.6065436096409904
2000-12-01,3.4563864046045398
2001-01-01,3.2980622522792200
2001-02-01,3.1234468732042302
2001-03-01,2.9293001841318800
2001-04-01,2.7204560231843198
2001-05-01,2.5048367544917900
2001-06-01,2.2889372665730399
2001-07-01,2.0739100883107899
2001-08-01,1.8584317027484301
2001-09-01,1.6415500679768200
2001-10-01,1.4255917100573301
2001-11-01,1.2171980504430400
2001-12-01,1.0283631511350400
2002-01-01,0.8771337955601251
2002-02-01,0.7829428245108860
2002-03-01,0.7554176815862290
2002-04-01,0.7860863032383920
2002-05-01,0.8576329684002750
2002-06-01,0.9501969200199050
2002-07-01,1.0448664534035801
2002-08-01,1.1245822873164200
2002-09-01,1.1750103417320299
2002-10-01,1.1866096427792501
2002-11-01,1.1538382766480899
2002-12-01,1.0772121548849700
2003-01-01,0.9685633133058400
2003-02-01,0.8458487226875200
2003-03-01,0.7260296549533400
2003-04-01,0.6254902371217360
2003-05-01,0.5587968946296830
2003-06-01,0.5370308847235210
2003-07-01,0.5636531383656260
2003-08-01,0.6391690947928770
2003-09-01,0.7622804251417490
2003-10-01,0.9274708281243170
2003-11-01,1.1270870131184501
2003-12-01,1.3503734869679400
2004-01-01,1.5799954272883301
2004-02-01,1.7952818455197599
2004-03-01,1.9774112634657000
2004-04-01,2.1119286085465401
2004-05-01,2.1884332267392499
2004-06-01,2.2031024333639300
2004-07-01,2.1653089908656300
2004-08-01,2.0893061938114998
2004-09-01,1.9895599123644101
2004-10-01,1.8787474203738901
2004-11-01,1.7677112536369699
2004-12-01,1.6661479833364601
2005-01-01,1.5833132618153001
2005-02-01,1.5277511434047899
2005-03-01,1.5069539098656199
2005-04-01,1.5234685024923700
2005-05-01,1.5771292203354199
2005-06-01,1.6645261978176999
2005-07-01,1.7759719305717501
2005-08-01,1.9012412399763301
2005-09-01,2.0338161692329901
2005-10-01,2.1743816076094298
2005-11-01,2.3264688238143099
2005-12-01,2.4916432336405698
2006-01-01,2.6639338669114401
2006-02-01,2.8336375922531900
2006-03-01,2.9900358023717102
2006-04-01,3.1251741393869801
2006-05-01,3.2345579810551000
2006-06-01,3.3192786657730800
2006-07-01,3.3897323393812302
2006-08-01,3.4571923735644301
2006-09-01,3.5261804826512302
2006-10-01,3.5869020669966898
2006-11-01,3.6234205120697904
2006-12-01,3.6222957452131799
2007-01-01,3.5827191451359801
2007-02-01,3.5109948925979300
2007-03-01,3.4154579604649098
2007-04-01,3.3069671430726899
2007-05-01,3.1947371247728502
2007-06-01,3.0835194928437302
2007-07-01,2.9710583508269699
2007-08-01,2.8527472690258699
2007-09-01,2.7262258415041298
2007-10-01,2.5964405841063001
2007-11-01,2.4688669816151201
2007-12-01,2.3431815355174201
2008-01-01,2.2058382779396899
2008-02-01,2.0370022369139602
2008-03-01,1.8213487895169200
2008-04-01,1.5502732103639700
2008-05-01,1.2175069040166999
2008-06-01,0.8137102897848690
2008-07-01,0.3252879161945320
2008-08-01,-0.2618831616044960
2008-09-01,-0.9532254482432680
2008-10-01,-1.7321280597957200
2008-11-01,-2.5634237929624799
2008-12-01,-3.3936083429873500
2009-01-01,-4.1471863063011298
2009-02-01,-4.7486320743456893
2009-03-01,-5.1418327481430701
2009-04-01,-5.3204204530003700
2009-05-01,-5.3001264560988401
2009-06-01,-5.1021064656921506
2009-07-01,-4.7444442839236496
2009-08-01,-4.2404286505610003
2009-09-01,-3.6021112912465600
2009-10-01,-2.8517627950278399
2009-11-01,-2.0200436523577001
2009-12-01,-1.1488874926590100
2010-01-01,-0.2988070878348100
2010-02-01,0.4670815988612660
2010-03-01,1.0965926951117200
2010-04-01,1.5753301543604299
2010-05-01,1.9109288514972800
2010-06-01,2.1256704723583502
2010-07-01,2.2527028558061901
2010-08-01,2.3270209740347600
2010-09-01,2.3770204781728999
2010-10-01,2.4198115663971400
2010-11-01,2.4604123221950300
2010-12-01,2.4916188886588202
2011-01-01,2.4942414890443501
2011-02-01,2.4478649471950300
2011-03-01,2.3386164907920501
2011-04-01,2.1785254347662701
2011-05-01,1.9876938790325800
2011-06-01,1.7814965834958101
2011-07-01,1.5600164043799800
2011-08-01,1.3156451326837000
2011-09-01,1.0415488637033501
2011-10-01,0.7414985770355450
2011-11-01,0.4261291332070790
2011-12-01,0.1110595928947060
2012-01-01,-0.1837386958794300
2012-02-01,-0.4384295134345370
2012-03-01,-0.6416668670458960
2012-04-01,-0.7971787488537840
2012-05-01,-0.9150549582440950
2012-06-01,-1.0055708241183801
2012-07-01,-1.0754539207292799
2012-08-01,-1.1279100835078399
2012-09-01,-1.1637841886611300
2012-10-01,-1.1836509643128901
2012-11-01,-1.1858975828811900
2012-12-01,-1.1656977897021099
2013-01-01,-1.1148347383380499
2013-02-01,-1.0270413469975299
2013-03-01,-0.8960834168692490
2013-04-01,-0.7304733464269880
2013-05-01,-0.5426016668836759
2013-06-01,-0.3425755473828320
2013-07-01,-0.1335007844113740
2013-08-01,0.0850059700099215
