observation_date,EA19LORSGPORGYSAM
2013-09-01,0.3126492030709960
2013-10-01,0.5435584114070330
2013-11-01,0.7675371389538690
2013-12-01,0.9711191685347480
2014-01-01,1.1391098534806801
2014-02-01,1.2582861794167099
2014-03-01,1.3242091617955301
2014-04-01,1.3505375229715000
2014-05-01,1.3575856127160599
2014-06-01,1.3633655966783000
2014-07-01,1.3760096713583800
2014-08-01,1.3976207793352999
2014-09-01,1.4276210654124000
2014-10-01,1.4654762937626700
2014-11-01,1.5108509387919900
2014-12-01,1.5629782156892400
2015-01-01,1.6215407495332701
2015-02-01,1.6858146193933401
2015-03-01,1.7513861882198900
2015-04-01,1.8113659692768800
2015-05-01,1.8597089667964000
2015-06-01,1.8932173835951400
2015-07-01,1.9140603842850601
2015-08-01,1.9263841001745099
2015-09-01,1.9336553109559900
2015-10-01,1.9364021387006600
2015-11-01,1.9334084707121599
2015-12-01,1.9232052980826300
2016-01-01,1.9034920015197800
2016-02-01,1.8719053477195999
2016-03-01,1.8334695815023800
2016-04-01,1.7961668662339501
2016-05-01,1.7686097014365301
2016-06-01,1.7580165929135201
2016-07-01,1.7676807137124599
2016-08-01,1.7984045126631900
2016-09-01,1.8485123483162700
2016-10-01,1.9142668826399201
2016-11-01,1.9917684834248801
2016-12-01,2.0797384175866900
2017-01-01,2.1789509845394699
2017-02-01,2.2912999926912998
2017-03-01,2.4164113693238498
2017-04-01,2.5489131158024101
2017-05-01,2.6797124603464999
2017-06-01,2.7985227298040800
2017-07-01,2.8963967146452099
2017-08-01,2.9646666563697801
2017-09-01,2.9952194482494998
2017-10-01,2.9808975468841599
2017-11-01,2.9170990223632098
2017-12-01,2.8045326831747599
2018-01-01,2.6574565207537399
2018-02-01,2.4940882732603500
2018-03-01,2.3256089577100401
2018-04-01,2.1539028726783300
2018-05-01,1.9779187810551100
2018-06-01,1.8001145385055799
2018-07-01,1.6332826861968801
2018-08-01,1.4949714609707201
2018-09-01,1.4014495176152699
2018-10-01,1.3599071966946601
2018-11-01,1.3706078230221701
2018-12-01,1.4253856981040500
2019-01-01,1.5030075862888901
2019-02-01,1.5794212136108401
2019-03-01,1.6364858064911101
2019-04-01,1.6711440225921099
2019-05-01,1.6863169141326599
2019-06-01,1.6832105255106700
2019-07-01,1.6549218845058400
2019-08-01,1.5916740536938401
2019-09-01,1.4876546218169600
2019-10-01,1.3501126227083200
2019-11-01,1.1917427607844000
2019-12-01,1.0254101334537600
2020-01-01,0.8603585025429560
2020-02-01,0.7021708963199220
2020-03-01,-10.4145904578785000
2020-04-01,-13.1701669149038008
2020-05-01,-14.5875276198032999
2020-06-01,-11.0689306697268002
2020-07-01,-7.5938709757385503
2020-08-01,-4.1664810583964202
2020-09-01,-4.2131251547469901
2020-10-01,-4.2462080540771199
2020-11-01,-4.2648624915884898
2020-12-01,-4.3879576936680094
2021-01-01,-4.4907881611636800
2021-02-01,-4.5758850797822497
2021-03-01,7.8509254657276797
2021-04-01,11.8970357623189997
2021-05-01,14.4048772813310002
2021-06-01,10.5902013421648995
2021-07-01,7.1329995202508201
2021-08-01,3.9888304321115102
2021-09-01,4.2824534898759001
2021-10-01,4.5433685550595504
2021-11-01,4.7883711328738094
2021-12-01,5.0632644611898492
2022-01-01,5.3388878107798892
2022-02-01,5.6177359549687900
2022-03-01,5.1561277796983900
2022-04-01,4.6994945327051996
2022-05-01,4.2441946172221696
2022-06-01,3.6695354124370598
2022-07-01,3.0953420968679199
2022-08-01,2.5212963931011099
