observation_date,BAMLH0A0HYM2
2014-11-30,4.457619047619048
2014-12-31,5.069565217391304
2015-01-31,5.288695652173913
2015-02-28,4.711428571428572
2015-03-31,4.664545454545455
2015-04-30,4.635454545454546
2015-05-31,4.507727272727273
2015-06-30,4.66
2015-07-31,5.106086956521739
2015-08-31,5.658095238095238
2015-09-30,5.868181818181818
2015-10-31,6.197391304347826
2015-11-30,6.136190476190476
2015-12-31,6.8786956521739135
2016-01-31,7.594545454545455
2016-02-29,8.225714285714286
2016-03-31,6.980869565217391
2016-04-30,6.619545454545454
2016-05-31,6.260909090909092
2016-06-30,6.104090909090909
2016-07-31,5.649090909090909
2016-08-31,5.3
2016-09-30,5.1454545454545455
2016-10-31,4.736666666666666
2016-11-30,4.88909090909091
2016-12-31,4.277391304347826
2017-01-31,4.0209090909090905
2017-02-28,3.853
2017-03-31,3.8982608695652172
2017-04-30,3.9166666666666665
2017-05-31,3.743478260869565
2017-06-30,3.7509090909090905
2017-07-31,3.691904761904762
2017-08-31,3.8339130434782613
2017-09-30,3.719090909090909
2017-10-31,3.492272727272727
2017-11-30,3.6818181818181817
2017-12-31,3.6
2018-01-31,3.361739130434782
2018-02-28,3.5420000000000003
2018-03-31,3.645217391304348
2018-04-30,3.473333333333333
2018-05-31,3.468695652173913
2018-06-30,3.4518181818181817
2018-07-31,3.5900000000000003
2018-08-31,3.4526086956521738
2018-09-30,3.3414285714285716
2018-10-31,3.5191304347826087
2018-11-30,4.017272727272727
2018-12-31,4.791428571428572
2019-01-31,4.605217391304348
2019-02-28,4.128
2019-03-31,4.010454545454546
2019-04-30,3.780909090909091
2019-05-31,4.06391304347826
2019-06-30,4.214285714285714
2019-07-31,3.997391304347826
2019-08-31,4.293913043478261
2019-09-30,3.9438095238095237
2019-10-31,4.098260869565218
2019-11-30,4.047272727272727
2019-12-31,3.713181818181818
2020-01-31,3.601304347826087
2020-02-29,3.921904761904762
2020-03-31,7.854090909090909
2020-04-30,8.129999999999999
2020-05-31,7.287272727272727
2020-06-30,6.066363636363636
2020-07-31,5.699565217391305
2020-08-31,5.123809523809523
2020-09-30,5.26
2020-10-31,5.052173913043478
2020-11-30,4.5252380952380955
2020-12-31,4.044782608695653
2021-01-31,3.784090909090909
2021-02-28,3.526190476190476
2021-03-31,3.5473913043478262
2021-04-30,3.2709090909090905
2021-05-31,3.3338095238095242
2021-06-30,3.174545454545455
2021-07-31,3.17304347826087
2021-08-31,3.321363636363636
2021-09-30,3.117272727272727
2021-10-31,3.149090909090909
2021-11-30,3.2245454545454546
2021-12-31,3.2630434782608693
2022-01-31,3.2247619047619045
2022-02-28,3.646
2022-03-31,3.7886956521739132
2022-04-30,3.6536363636363633
2022-05-31,4.487727272727273
2022-06-30,4.87
2022-07-31,5.300909090909091
2022-08-31,4.8
