Month_End,CPI,FEDFUNDS,Industrial_Production,GDP,Unemployment_Rate,Consumer_Sentiment,Credit_Spread,Regime_Label,Regime_Prob_0,Regime_Prob_1,Regime_Prob_2,Regime_Prob_3,Regime_Prob_4,Regime_Prob_5,Regime_Prob_6,Regime_Prob_7,Regime_Prob_8,Regime_Prob_9,Regime_Label_Smoothed,Regime_Name
2000-01-31,169.3,5.45,91.4092,4.03937100693859,4.0,112.0,4.784285714285714,3,8.86719565839831e-27,6.915758095146634e-167,5.170660870992423e-58,0.9999988852160252,0.0,1.7570301739157036e-144,0.0,0.0,0.0,1.1147839748303864e-06,3.0,Early Recovery
2000-02-29,170.0,5.73,91.7245,4.16297970613698,4.1,111.3,4.902380952380953,3,9.198319268840195e-28,3.018137011501613e-175,2.9369617635780204e-58,0.9999978643235689,0.0,1.5560810225598475e-149,0.0,0.0,0.0,2.135676431188249e-06,3.0,Early Recovery
2000-03-31,171.0,5.85,92.083,4.25526154684741,4.0,107.1,5.368695652173913,3,7.337421064440018e-27,1.040034702161749e-183,2.9276515363223215e-54,0.9999852736182154,0.0,8.797255294007702e-153,0.0,0.0,0.0,1.4726381784705576e-05,3.0,Early Recovery
2000-04-30,170.9,6.02,92.6659,4.30882793054142,3.8,109.2,5.846666666666667,3,1.2385219714916944e-28,1.629596505035151e-195,1.0067827702671581e-58,0.99994908160831,0.0,8.233097247403466e-159,0.0,0.0,0.0,5.0918391690131836e-05,3.0,Early Recovery
2000-05-31,171.2,6.27,92.9347,4.313402370171088,4.0,110.7,5.897826086956522,3,2.342522880107688e-29,1.619640241098481e-204,3.668263007456284e-61,0.999972693868625,0.0,2.7987411410775904e-162,0.0,0.0,0.0,2.730613137489052e-05,3.0,Early Recovery
2000-06-30,172.2,6.53,93.0018,4.263226663359752,4.0,106.4,6.135909090909092,3,5.084721487415464e-28,4.268154409651849e-230,1.6038301056487574e-58,0.9999854406844115,0.0,1.944837314533641e-170,0.0,0.0,0.0,1.4559315588344104e-05,3.0,Early Recovery
2000-07-31,172.7,6.54,92.8373,4.16779496773696,4.0,108.3,6.123333333333333,3,2.9774446683665454e-28,1.783882133871508e-233,3.557546276886993e-61,0.9999940611763837,0.0,5.902045403449952e-170,0.0,0.0,0.0,5.938823616142965e-06,3.0,Early Recovery
2000-08-31,172.7,6.5,92.591,4.04231416299496,4.1,107.3,6.361304347826087,3,5.5220353941088526e-27,8.665718360866497e-236,7.2888166167047e-60,0.9999988112027706,0.0,2.601424930881806e-168,0.0,0.0,0.0,1.1887972297188847e-06,3.0,Early Recovery
2000-09-30,173.6,6.52,92.9827,3.9013472791196895,3.9,106.8,6.453636363636363,3,1.3360815020642357e-25,4.638137543487051e-253,2.0583862562046596e-60,0.9999989523072211,0.0,8.907884173879788e-170,0.0,0.0,0.0,1.047692778931525e-06,3.0,Early Recovery
2000-10-31,173.9,6.51,92.64,3.75460276119967,3.9,105.8,7.292272727272728,3,1.4393940842580082e-24,8.865501029173175e-263,5.62247833460924e-60,0.9999999104816606,0.0,2.4281407938633854e-170,0.0,0.0,0.0,8.951833949920415e-08,3.0,Early Recovery
